Results/Result_DE_Conditional_BF3.dat
3
X
Z
Phits
6.088980000000000000e+05 3.190000000000000000e+03 2.066282430361340017e-01
6.088980000000000000e+05 3.191000000000000000e+03 1.443053468449623233e-01
6.088980000000000000e+05 3.192000000000000000e+03 1.960104228514128466e-01
6.088980000000000000e+05 3.194000000000000000e+03 1.210752871436329842e-01
6.088980000000000000e+05 3.195000000000000000e+03 1.573869532394175652e-01
6.088980000000000000e+05 3.196000000000000000e+03 1.871535606110790173e-01
6.088980000000000000e+05 3.198000000000000000e+03 1.454753848930703530e-01
6.088980000000000000e+05 3.199000000000000000e+03 1.474216450486640628e-01
6.088980000000000000e+05 3.200000000000000000e+03 1.838279686403272994e-01
6.088980000000000000e+05 3.201000000000000000e+03 2.126023265157583331e-01
6.088980000000000000e+05 3.202000000000000000e+03 1.647140598439731374e-01
6.088980000000000000e+05 3.203000000000000000e+03 3.008703322528156754e-01
6.088980000000000000e+05 3.204000000000000000e+03 1.699040825403067834e-01
6.088980000000000000e+05 3.205000000000000000e+03 9.842557885109877447e-02
6.088980000000000000e+05 3.206000000000000000e+03 2.236389327401278881e-01
6.088980000000000000e+05 3.207000000000000000e+03 1.845286314974047270e-01
6.088980000000000000e+05 3.208000000000000000e+03 1.837487224705104116e-01
6.088980000000000000e+05 3.209000000000000000e+03 8.353933462692748890e-02
6.088980000000000000e+05 3.211000000000000000e+03 2.404934048228736798e-01
6.088980000000000000e+05 3.212000000000000000e+03 1.732057389970251271e-01
6.088980000000000000e+05 3.213000000000000000e+03 2.160106237277070462e-01
6.088980000000000000e+05 3.214000000000000000e+03 2.263541487814371145e-01
6.088980000000000000e+05 3.215000000000000000e+03 1.525998733962006804e-01
6.088980000000000000e+05 3.216000000000000000e+03 2.076737008901592685e-01
6.088980000000000000e+05 3.217000000000000000e+03 2.660842597401607557e-01
6.088980000000000000e+05 3.218000000000000000e+03 2.069609488534175368e-01
6.088980000000000000e+05 3.219000000000000000e+03 1.656720123934308508e-01
6.088980000000000000e+05 3.220000000000000000e+03 1.641705554741377526e-01
6.088980000000000000e+05 3.221000000000000000e+03 1.198713957087926135e-01
6.088980000000000000e+05 3.222000000000000000e+03 2.397333087752033798e-01
6.088980000000000000e+05 3.223000000000000000e+03 2.520996672758165635e-01
6.088980000000000000e+05 3.224000000000000000e+03 2.014508063503773483e-01
6.088980000000000000e+05 3.225000000000000000e+03 1.202300521154748281e-01
6.088980000000000000e+05 3.227000000000000000e+03 1.576344027233987921e-01
6.088980000000000000e+05 3.228000000000000000e+03 1.430227130183079898e-01
6.088980000000000000e+05 3.229000000000000000e+03 1.826200123606106784e-01
6.088980000000000000e+05 3.230000000000000000e+03 2.274568935133812753e-01
6.088980000000000000e+05 3.231000000000000000e+03 1.757700522101917628e-01
6.088980000000000000e+05 3.232000000000000000e+03 1.647844047154224667e-01
6.088980000000000000e+05 3.233000000000000000e+03 8.170212946533210452e-02
6.088980000000000000e+05 3.234000000000000000e+03 6.340048831071132263e-02
6.088980000000000000e+05 3.235000000000000000e+03 1.769019471912555708e-01
6.088980000000000000e+05 3.236000000000000000e+03 1.844393443720660497e-01
6.088980000000000000e+05 3.237000000000000000e+03 1.359132536475527453e-01
6.088980000000000000e+05 3.238000000000000000e+03 1.691129647090365007e-01
6.088980000000000000e+05 3.239000000000000000e+03 1.279919561582816279e-01
6.088980000000000000e+05 3.240000000000000000e+03 1.860929097847819069e-01
6.088980000000000000e+05 3.241000000000000000e+03 1.456058410357286281e-01
6.088980000000000000e+05 3.242000000000000000e+03 1.162213654490075326e-01
6.088980000000000000e+05 3.243000000000000000e+03 1.348751539490695150e-01
6.088980000000000000e+05 3.244000000000000000e+03 1.966694042632041173e-01
6.088980000000000000e+05 3.245000000000000000e+03 1.043559184304886089e-01
6.088980000000000000e+05 3.246000000000000000e+03 1.570170511445432571e-01
6.088980000000000000e+05 3.247000000000000000e+03 1.894879237470779576e-01
6.088980000000000000e+05 3.248000000000000000e+03 1.182201814616840180e-01
6.088980000000000000e+05 3.249000000000000000e+03 1.365687200734602980e-01
